id,material_code,material_name,unit,material_type,width,length,current_is_splittable,suggest,basis,confidence
112,89,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
113,90,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
114,91,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
115,92,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
118,95,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
119,96,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
120,97,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
124,101,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
125,102,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
126,103,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
127,104,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
128,105,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
129,106,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
131,108,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
133,110,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
134,111,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
135,112,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
136,113,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
137,114,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
138,115,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
139,116,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
140,117,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
141,118,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
142,119,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
144,121,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
145,122,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
146,123,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
147,124,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
148,125,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
149,126,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
150,127,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
151,128,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
152,129,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
153,130,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
154,131,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
155,132,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
156,133,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
158,135,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
159,136,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
160,137,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
161,138,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
164,141,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
165,142,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
166,143,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
167,144,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
168,145,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
169,146,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
170,147,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
171,148,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
172,149,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
173,150,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
174,151,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
175,152,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
176,153,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
177,154,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
178,155,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
179,156,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
180,157,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
181,158,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
182,159,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
183,160,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
184,161,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
185,162,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
186,163,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
187,164,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
188,165,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
189,166,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
190,167,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
191,168,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
192,169,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
193,170,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
194,171,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
195,172,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
196,173,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
197,174,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
198,175,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
199,176,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
201,178,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
202,179,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
203,180,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
204,181,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
205,182,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
206,183,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
207,184,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
208,185,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
209,186,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
210,187,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
211,188,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
212,189,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
213,190,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
214,191,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
215,192,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
216,193,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
217,194,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
218,195,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
219,196,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
221,198,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
222,199,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
223,200,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
224,201,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
225,202,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
226,203,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
227,204,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
228,205,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
229,206,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
234,211,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
235,212,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
236,213,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
237,214,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
238,215,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
239,216,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
240,217,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
241,218,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
242,219,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
243,220,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
244,221,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
245,222,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
246,223,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
247,224,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
248,225,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
249,226,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
250,227,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
251,228,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
252,229,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
253,230,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
254,231,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
255,232,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
256,233,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
257,234,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
258,235,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
259,236,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
260,237,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
261,238,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
262,239,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
263,240,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
264,241,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
265,242,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
268,245,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
269,246,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
270,247,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
274,251,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
277,254,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
278,255,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
279,256,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
280,257,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
281,258,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
282,259,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
283,260,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
284,261,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
285,262,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
286,263,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
301,278,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
302,279,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
303,280,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
304,281,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
369,346,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
437,414,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
491,468,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
520,497,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
530,507,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
531,508,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
619,598,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
648,627,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
649,628,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
650,629,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
658,637,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
661,640,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
662,641,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
663,642,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
668,647,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
669,648,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
670,649,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
671,650,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
672,651,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
673,652,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
674,653,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
675,654,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
678,657,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
683,662,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
685,664,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
689,668,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
691,670,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
692,671,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
693,672,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
